gRNA	gene	S1	S2	S3
OR9A4_-_141618663.23-ENST00000548136.1|OR9A4_+_141618961.23-ENST00000548136.1	OR9A4	   nan	   nan	   nan
OR9G4_+_56511231.23-ENST00000302957.3|OR9G4_+_56511173.23-ENST00000302957.3	OR9G4	   nan	   nan	   nan
OR9G9_+_56467937.23-NM_001013358|OR9G9_-_56467947.23-NM_001013358	OR9G9	   nan	   nan	   nan
OR9I1_-_57886683.23-ENST00000302610.1|OR9I1_+_57886869.23-ENST00000302610.1	OR9I1	   nan	   nan	   nan
OR9K2_-_55523482.23-ENST00000305377.5|OR9K2_+_55523533.23-ENST00000305377.5	OR9K2	   nan	   nan	   nan
OR9Q1_-_57791412.23-ENST00000335397.3|OR9Q1_-_57791422.23-ENST00000335397.3	OR9Q1	   nan	   nan	   nan
OR9Q2_+_57957937.23-ENST00000311591.3|OR9Q2_+_57958153.23-ENST00000311591.3	OR9Q2	   nan	   nan	   nan
ORAI1_+_122064455.23-P1P2|ORAI1_+_122064458.23-P1P2	ORAI1	   nan	   nan	   nan
ORAI2_-_102074304.23-P1P2|ORAI2_+_102074233.23-P1P2	ORAI2	   nan	   nan	   nan
ORAI3_+_30960435.23-P1P2|ORAI3_+_30960485.23-P1P2	ORAI3	   nan	   nan	   nan
ORAOV1_+_69490047.23-P1P2|ORAOV1_-_69490100.23-P1P2	ORAOV1	   nan	   nan	   nan
ORC1_+_52869923.23-P1P2|ORC1_+_52869878.23-P1P2	ORC1	   nan	   nan	   nan
ORC2_+_201828342.23-P1P2|ORC2_-_201828353.23-P1P2	ORC2	   nan	   nan	   nan
ORC3_-_88299910.23-P1P2|ORC3_-_88299920.23-P1P2	ORC3	   nan	   nan	   nan
ORC4_+_148778281.23-P1P2|ORC4_+_148778242.23-P1P2	ORC4	   nan	   nan	   nan
ORC5_+_103848420.23-P1P2|ORC5_+_103848434.23-P1P2	ORC5	   nan	   nan	   nan
ORC6_+_46723646.23-P1P2|ORC6_+_46723615.23-P1P2	ORC6	   nan	   nan	   nan
ORM1_+_117086323.23-P1P2|ORM1_-_117086405.23-P1P2	ORM1	   nan	   nan	   nan
ORM2_+_117092360.23-ENST00000431067.2|ORM2_-_117092373.23-ENST00000431067.2	ORM2	   nan	   nan	   nan
ORMDL1_+_190648985.23-P1P2|ORMDL1_+_190648971.23-P1P2	ORMDL1	   nan	   nan	   nan
ORMDL2_-_56211892.23-P1P2|ORMDL2_-_56211850.23-P1P2	ORMDL2	   nan	   nan	   nan
ORMDL3_-_38083758.23-P1P2|ORMDL3_-_38083819.23-P1P2	ORMDL3	   nan	   nan	   nan
OS9_-_58088165.23-P1P2|OS9_+_58088004.23-P1P2	OS9	   nan	   nan	   nan
OSBP2_-_31090700.23-ENST00000332585.6,ENST00000446658.2|OSBP2_+_31090855.23-ENST00000332585.6,ENST00000446658.2	OSBP2	   nan	   nan	   nan
OSBPL10_+_32022639.23-P1P2|OSBPL10_-_32023052.23-P1P2	OSBPL10	   nan	   nan	   nan
OSBPL11_-_125314083.23-P1P2|OSBPL11_-_125314347.23-P1P2	OSBPL11	   nan	   nan	   nan
OSBPL1A_+_21977747.23-P1P2|OSBPL1A_+_21977730.23-P1P2	OSBPL1A	   nan	   nan	   nan
OSBPL2_-_60813639.23-P1P2|OSBPL2_+_60813816.23-P1P2	OSBPL2	   nan	   nan	   nan
OSBPL3_+_25019784.23-P1P2|OSBPL3_+_25019431.23-P1P2	OSBPL3	   nan	   nan	   nan
OSBPL5_+_3186440.23-P1P2|OSBPL5_+_3186444.23-P1P2	OSBPL5	   nan	   nan	   nan
OSBPL6_-_179059257.23-P1P2|OSBPL6_+_179059230.23-P1P2	OSBPL6	   nan	   nan	   nan
OSBPL7_+_45899089.23-P1P2|OSBPL7_+_45899048.23-P1P2	OSBPL7	   nan	   nan	   nan
OSBPL8_-_76953466.23-P1P2|OSBPL8_+_76953516.23-P1P2	OSBPL8	   nan	   nan	   nan
OSBPL9_-_52082797.23-P1P2|OSBPL9_-_52082801.23-P1P2	OSBPL9	   nan	   nan	   nan
OSBP_+_59383170.23-P1P2|OSBP_-_59383167.23-P1P2	OSBP	   nan	   nan	   nan
OSCAR_+_54604079.23-P1|OSCAR_+_54604111.23-P1	OSCAR	   nan	   nan	   nan
OSCAR_+_54605948.23-P2|OSCAR_+_54605954.23-P2	OSCAR	   nan	   nan	   nan
OSCP1_+_36916001.23-P1P2|OSCP1_-_36915971.23-P1P2	OSCP1	   nan	   nan	   nan
OSER1_+_42839391.23-P1P2|OSER1_-_42839181.23-P1P2	OSER1	   nan	   nan	   nan
OSGEPL1_+_190627449.23-P1P2|OSGEPL1_-_190627424.23-P1P2	OSGEPL1	   nan	   nan	   nan
OSGEP_-_20922986.23-P1P2|OSGEP_-_20922972.23-P1P2	OSGEP	   nan	   nan	   nan
OSGIN1_+_83986911.23-P1P2|OSGIN1_+_83986848.23-P1P2	OSGIN1	   nan	   nan	   nan
OSGIN2_-_90914847.23-P1P2|OSGIN2_-_90914952.23-P1P2	OSGIN2	   nan	   nan	   nan
OSMR_+_38846184.23-P1P2|OSMR_+_38846187.23-P1P2	OSMR	   nan	   nan	   nan
OSM_+_30662796.23-P1P2|OSM_+_30662783.23-P1P2	OSM	   nan	   nan	   nan
OSR1_+_19558355.23-P1P2|OSR1_+_19558317.23-P1P2	OSR1	   nan	   nan	   nan
OSR2_+_99956753.23-P1P2|OSR2_-_99956723.23-P1P2	OSR2	   nan	   nan	   nan
OST4_+_27294494.23-P1P2|OST4_-_27294480.23-P1P2	OST4	   nan	   nan	   nan
OSTC_+_109572000.23-P1P2|OSTC_-_109572201.23-P1P2	OSTC	   nan	   nan	   nan
OSTF1_-_77703480.23-P1P2|OSTF1_+_77703470.23-P1P2	OSTF1	   nan	   nan	   nan
OSTM1_+_108395957.23-P1P2|OSTM1_-_108395740.23-P1P2	OSTM1	   nan	   nan	   nan
OSTN_-_190917043.23-P1P2|OSTN_+_190917024.23-P1P2	OSTN	   nan	   nan	   nan
OTC_-_38211916.23-P1P2|OTC_+_38211884.23-P1P2	OTC	   nan	   nan	   nan
OTOA_+_21689885.23-ENST00000388958.3|OTOA_-_21689938.23-ENST00000388958.3	OTOA	   nan	   nan	   nan
OTOF_-_26781585.23-P1P2|OTOF_+_26781570.23-P1P2	OTOF	   nan	   nan	   nan
OTOGL_-_80603072.23-P1P2|OTOGL_+_80603244.23-P1P2	OTOGL	   nan	   nan	   nan
OTOG_-_17568837.23-P1P2|OTOG_+_17568846.23-P1P2	OTOG	   nan	   nan	   nan
OTOL1_-_161214600.23-ENST00000327928.4|OTOL1_+_161214808.23-ENST00000327928.4	OTOL1	   nan	   nan	   nan
OTOP1_+_4228580.23-P1P2|OTOP1_-_4228541.23-P1P2	OTOP1	   nan	   nan	   nan
OTOP2_+_72920424.23-P1P2|OTOP2_-_72920366.23-P1P2	OTOP2	   nan	   nan	   nan
OTOP3_+_72932007.23-P1P2|OTOP3_-_72931973.23-P1P2	OTOP3	   nan	   nan	   nan
OTOR_+_16729069.23-P1P2|OTOR_+_16729072.23-P1P2	OTOR	   nan	   nan	   nan
OTOS_+_241080020.23-P1P2|OTOS_-_241079707.23-P1P2	OTOS	   nan	   nan	   nan
OTP_+_76934313.23-P1P2|OTP_-_76934520.23-P1P2	OTP	   nan	   nan	   nan
OTUB1_-_63753971.23-P1P2|OTUB1_-_63753934.23-P1P2	OTUB1	   nan	   nan	   nan
OTUB2_+_94492768.23-P1P2|OTUB2_-_94492797.23-P1P2	OTUB2	   nan	   nan	   nan
OTUD1_+_23728475.23-P1P2|OTUD1_-_23728052.23-P1P2	OTUD1	   nan	   nan	   nan
OTUD3_-_20208949.23-P1P2|OTUD3_+_20208933.23-P1P2	OTUD3	   nan	   nan	   nan
OTUD4_+_146101671.23-P1P2|OTUD4_-_146101742.23-P1P2	OTUD4	   nan	   nan	   nan
OTUD5_+_48814849.23-P1P2|OTUD5_-_48814807.23-P1P2	OTUD5	   nan	   nan	   nan
OTUD6A_-_69282303.23-P1P2|OTUD6A_-_69282553.23-P1P2	OTUD6A	   nan	   nan	   nan
OTUD6B_-_92082569.23-P1P2|OTUD6B_+_92082955.23-P1P2	OTUD6B	   nan	   nan	   nan
OTUD7A_+_31947192.23-ENST00000307050.4|OTUD7A_-_31947224.23-ENST00000307050.4	OTUD7A	   nan	   nan	   nan
OTUD7B_-_149982413.23-P1P2|OTUD7B_+_149982622.23-P1P2	OTUD7B	   nan	   nan	   nan
OTX1_-_63277951.23-P1P2|OTX1_-_63277962.23-P1P2	OTX1	   nan	   nan	   nan
OTX2_+_57277170.23-P1P2|OTX2_-_57277161.23-P1P2	OTX2	   nan	   nan	   nan
OVCA2_+_1945367.23-P1P2|OVCA2_+_1945406.23-P1P2	OVCA2	   nan	   nan	   nan
OVCH1_+_29650536.23-ENST00000318184.5|OVCH1_+_29650554.23-ENST00000318184.5	OVCH1	   nan	   nan	   nan
OVCH2_+_7727673.23-P1P2|OVCH2_-_7727786.23-P1P2	OVCH2	   nan	   nan	   nan
OVGP1_+_111970279.23-P2|OVGP1_+_111970215.23-P2	OVGP1	   nan	   nan	   nan
OVGP1_-_111965659.23-P1|OVGP1_-_111965680.23-P1	OVGP1	   nan	   nan	   nan
OVOL1_+_65554607.23-P1P2|OVOL1_-_65554580.23-P1P2	OVOL1	   nan	   nan	   nan
OVOL2_-_18038516.23-P1P2|OVOL2_+_18038463.23-P1P2	OVOL2	   nan	   nan	   nan
OVOL3_+_36602146.23-ENST00000262637.4|OVOL3_+_36602175.23-ENST00000262637.4	OVOL3	   nan	   nan	   nan
OXA1L_-_23235932.23-P1P2|OXA1L_+_23236287.23-P1P2	OXA1L	   nan	   nan	   nan
OXCT1_-_41870442.23-P1P2|OXCT1_+_41870453.23-P1P2	OXCT1	   nan	   nan	   nan
OXCT2_+_40236946.23-P1P2|OXCT2_-_40236821.23-P1P2	OXCT2	   nan	   nan	   nan
OXER1_-_42991204.23-P1P2|OXER1_+_42991198.23-P1P2	OXER1	   nan	   nan	   nan
OXGR1_+_97646597.23-P1P2|OXGR1_+_97646579.23-P1P2	OXGR1	   nan	   nan	   nan
OXLD1_+_79633581.23-P1P2|OXLD1_+_79633630.23-P1P2	OXLD1	   nan	   nan	   nan
OXNAD1_+_16327890.23-P2|OXNAD1_+_16327879.23-P2	OXNAD1	   nan	   nan	   nan
OXNAD1_-_16306773.23-P1|OXNAD1_-_16306746.23-P1	OXNAD1	   nan	   nan	   nan
OXR1_+_107670106.23-ENST00000312046.6|OXR1_+_107670109.23-ENST00000312046.6	OXR1	   nan	   nan	   nan
OXSM_+_25831597.23-P1P2|OXSM_+_25831627.23-P1P2	OXSM	   nan	   nan	   nan
OXSR1_+_38207141.23-P1P2|OXSR1_-_38207118.23-P1P2	OXSR1	   nan	   nan	   nan
OXTR_-_8811262.23-P1P2|OXTR_+_8811249.23-P1P2	OXTR	   nan	   nan	   nan
OXT_-_3052275.23-P1P2|OXT_+_3052315.23-P1P2	OXT	   nan	   nan	   nan
P2RX1_-_3819699.23-P1P2|P2RX1_-_3819749.23-P1P2	P2RX1	   nan	   nan	   nan
P2RX2_+_133195363.23-P1P2|P2RX2_+_133195326.23-P1P2	P2RX2	   nan	   nan	   nan
P2RX3_-_57105869.23-P1P2|P2RX3_+_57105909.23-P1P2	P2RX3	   nan	   nan	   nan
P2RX4_-_121647944.23-P1P2|P2RX4_-_121647950.23-P1P2	P2RX4	   nan	   nan	   nan
P2RX5_-_3599499.23-P1P2|P2RX5_+_3599293.23-P1P2	P2RX5	   nan	   nan	   nan
P2RX6_+_21369380.23-P1P2|P2RX6_-_21369518.23-P1P2	P2RX6	   nan	   nan	   nan
P2RX7_-_121570779.23-P1P2|P2RX7_-_121571040.23-P1P2	P2RX7	   nan	   nan	   nan
P2RY10_+_78200940.23-P1P2|P2RY10_+_78201197.23-P1P2	P2RY10	   nan	   nan	   nan
P2RY11_-_10222415.23-P1P2|P2RY11_-_10222393.23-P1P2	P2RY11	   nan	   nan	   nan
P2RY12_+_151102478.23-P1P2|P2RY12_+_151102525.23-P1P2	P2RY12	   nan	   nan	   nan
P2RY13_+_151047324.23-P1P2|P2RY13_-_151047061.23-P1P2	P2RY13	   nan	   nan	   nan
P2RY14_+_150996125.23-P1P2|P2RY14_+_150996073.23-P1P2	P2RY14	   nan	   nan	   nan
P2RY1_-_152552965.23-P1P2|P2RY1_-_152552936.23-P1P2	P2RY1	   nan	   nan	   nan
P2RY2_-_72929358.23-P1P2|P2RY2_-_72929642.23-P1P2	P2RY2	   nan	   nan	   nan
P2RY4_+_69480013.23-P1P2|P2RY4_+_69479876.23-P1P2	P2RY4	   nan	   nan	   nan
P2RY6_-_72983458.23-P1P2|P2RY6_-_72983433.23-P1P2	P2RY6	   nan	   nan	   nan
P2RY8_+_1656033.23-P1P2|P2RY8_-_1656029.23-P1P2	P2RY8	   nan	   nan	   nan
P4HA1_+_74856559.23-P1P2|P4HA1_+_74856569.23-P1P2	P4HA1	   nan	   nan	   nan
P4HA2_+_131563481.23-P1P2|P4HA2_-_131563299.23-P1P2	P4HA2	   nan	   nan	   nan
P4HA3_+_74022643.23-P1P2|P4HA3_+_74022455.23-P1P2	P4HA3	   nan	   nan	   nan
P4HB_-_79818351.23-P1P2|P4HB_-_79818363.23-P1P2	P4HB	   nan	   nan	   nan
P4HTM_-_49027734.23-P1P2|P4HTM_-_49027718.23-P1P2	P4HTM	   nan	   nan	   nan
PA2G4_-_56498312.23-P1P2|PA2G4_-_56498808.23-P1P2	PA2G4	   nan	   nan	   nan
PAAF1_+_73588075.23-P1P2|PAAF1_+_73588485.23-P1P2	PAAF1	   nan	   nan	   nan
PABPC1L2A_+_72299266.23-P1P2|PABPC1L2A_-_72299259.23-P1P2	PABPC1L2A	   nan	   nan	   nan
PABPC1L_+_43538778.23-P1P2|PABPC1L_+_43538912.23-P1P2	PABPC1L	   nan	   nan	   nan
PABPC1_+_101734089.23-P1P2|PABPC1_-_101734307.23-P1P2	PABPC1	   nan	   nan	   nan
PABPC3_-_25670299.23-P1P2|PABPC3_-_25670366.23-P1P2	PABPC3	   nan	   nan	   nan
PABPC4L_-_135122747.23-P1P2|PABPC4L_-_135122744.23-P1P2	PABPC4L	   nan	   nan	   nan
PABPC4_-_40042439.23-P1P2|PABPC4_-_40042455.23-P1P2	PABPC4	   nan	   nan	   nan
PABPC5_+_90689844.23-P1P2|PABPC5_+_90689831.23-P1P2	PABPC5	   nan	   nan	   nan
PABPN1L_-_88932980.23-ENST00000419291.2|PABPN1L_-_88933002.23-ENST00000419291.2	PABPN1L	   nan	   nan	   nan
PABPN1_-_23791085.23-P1P2|PABPN1_-_23791109.23-P1P2	PABPN1	   nan	   nan	   nan
PACRGL_+_20702113.23-P1P2|PACRGL_+_20702137.23-P1P2	PACRGL	   nan	   nan	   nan
PACRG_-_163148302.23-P1P2|PACRG_-_163148354.23-P1P2	PACRG	   nan	   nan	   nan
PACS1_-_65837780.23-P1P2|PACS1_-_65837777.23-P1P2	PACS1	   nan	   nan	   nan
PACS2_-_105781241.23-P1P2|PACS2_+_105781529.23-P1P2	PACS2	   nan	   nan	   nan
PACSIN1_+_34433900.23-P1|PACSIN1_-_34433926.23-P1	PACSIN1	   nan	   nan	   nan
PACSIN1_-_34482698.23-P2|PACSIN1_-_34482683.23-P2	PACSIN1	   nan	   nan	   nan
PACSIN2_+_43411099.23-P1P2|PACSIN2_+_43411127.23-P1P2	PACSIN2	   nan	   nan	   nan
PACSIN3_+_47207214.23-P1P2|PACSIN3_-_47207369.23-P1P2	PACSIN3	   nan	   nan	   nan
PADI1_-_17531692.23-P1P2|PADI1_+_17531653.23-P1P2	PADI1	   nan	   nan	   nan
PADI2_+_17445874.23-P1P2|PADI2_-_17445679.23-P1P2	PADI2	   nan	   nan	   nan
PADI3_+_17575769.23-P1P2|PADI3_-_17575589.23-P1P2	PADI3	   nan	   nan	   nan
PADI4_+_17634710.23-P1P2|PADI4_+_17634745.23-P1P2	PADI4	   nan	   nan	   nan
PADI6_-_17698752.23-P1P2|PADI6_+_17698733.23-P1P2	PADI6	   nan	   nan	   nan
PAEP_+_138453678.23-P1P2|PAEP_+_138453607.23-P1P2	PAEP	   nan	   nan	   nan
PAF1_+_39881751.23-P1P2|PAF1_-_39881702.23-P1P2	PAF1	   nan	   nan	   nan
PAFAH1B1_-_2497388.23-P1P2|PAFAH1B1_-_2497281.23-P1P2	PAFAH1B1	   nan	   nan	   nan
PAFAH1B2_-_117015061.23-P1P2|PAFAH1B2_+_117015054.23-P1P2	PAFAH1B2	   nan	   nan	   nan
PAFAH1B3_-_42806704.23-P1P2|PAFAH1B3_+_42806538.23-P1P2	PAFAH1B3	   nan	   nan	   nan
PAFAH2_+_26324514.23-P1P2|PAFAH2_+_26324542.23-P1P2	PAFAH2	   nan	   nan	   nan
PAG1_-_82024265.23-P1P2|PAG1_-_82024308.23-P1P2	PAG1	   nan	   nan	   nan
PAGE1_-_49460614.23-P1P2|PAGE1_+_49460603.23-P1P2	PAGE1	   nan	   nan	   nan
PAGE2B_+_55101698.23-P1P2|PAGE2B_-_55101707.23-P1P2	PAGE2B	   nan	   nan	   nan
PAGE2_-_55115917.23-P1P2|PAGE2_-_55115878.23-P1P2	PAGE2	   nan	   nan	   nan
PAGE4_+_49593917.23-P1P2|PAGE4_-_49593903.23-P1P2	PAGE4	   nan	   nan	   nan
PAGE5_-_55246809.23-P1P2|PAGE5_-_55246789.23-P1P2	PAGE5	   nan	   nan	   nan
PAGR1_-_29827891.23-P1P2|PAGR1_+_29827880.23-P1P2	PAGR1	   nan	   nan	   nan
PAH_-_103310935.23-P1P2|PAH_-_103311030.23-P1P2	PAH	   nan	   nan	   nan
PAICS_+_57302308.23-P1P2|PAICS_-_57302506.23-P1P2	PAICS	   nan	   nan	   nan
PAIP1_-_43557120.23-P1P2|PAIP1_-_43557066.23-P1P2	PAIP1	   nan	   nan	   nan
PAIP2B_-_71454155.23-P1P2|PAIP2B_+_71454185.23-P1P2	PAIP2B	   nan	   nan	   nan
PAIP2_-_138677633.23-P1P2|PAIP2_-_138677752.23-P1P2	PAIP2	   nan	   nan	   nan
PAK1IP1_+_10695250.23-P1P2|PAK1IP1_-_10695248.23-P1P2	PAK1IP1	   nan	   nan	   nan
PAK1_-_77184580.23-ENST00000356341.3|PAK1_+_77184730.23-ENST00000356341.3	PAK1	   nan	   nan	   nan
PAK2_+_196466855.23-P1P2|PAK2_+_196466852.23-P1P2	PAK2	   nan	   nan	   nan
PAK3_+_110339446.23-P1P2|PAK3_-_110339424.23-P1P2	PAK3	   nan	   nan	   nan
PAK4_-_39616453.23-P1P2|PAK4_-_39616471.23-P1P2	PAK4	   nan	   nan	   nan
PAK6_+_40544886.23-P1|PAK6_+_40544908.23-P1	PAK6	   nan	   nan	   nan
PAK6_-_40531346.23-P2|PAK6_-_40531479.23-P2	PAK6	   nan	   nan	   nan
PAK7_+_9819484.23-P1P2|PAK7_+_9819404.23-P1P2	PAK7	   nan	   nan	   nan
PALB2_-_23652582.23-P1P2|PALB2_+_23652295.23-P1P2	PALB2	   nan	   nan	   nan
PALD1_+_72238642.23-P1P2|PALD1_-_72238592.23-P1P2	PALD1	   nan	   nan	   nan
PALLD_-_169418249.23-ENST00000261509.6,ENST00000505667.1|PALLD_+_169418220.23-ENST00000261509.6,ENST00000505667.1	PALLD	   nan	   nan	   nan
PALM2-AKAP2_+_112542479.23-P1P2|PALM2-AKAP2_-_112542491.23-P1P2	PALM2-AKAP2	   nan	   nan	   nan
PALM3_+_14169941.23-ENST00000340790.4|PALM3_+_14169964.23-ENST00000340790.4	PALM3	   nan	   nan	   nan
PALMD_+_100111604.23-P1P2|PALMD_-_100111977.23-P1P2	PALMD	   nan	   nan	   nan
PALM_-_709317.23-P1P2|PALM_-_709159.23-P1P2	PALM	   nan	   nan	   nan
PAM16_+_4401248.23-P1P2|PAM16_-_4401236.23-P1P2	PAM16	   nan	   nan	   nan
PAMR1_+_35547150.23-P1P2|PAMR1_+_35547129.23-P1P2	PAMR1	   nan	   nan	   nan
PAM_+_102201561.23-ENST00000304400.7|PAM_+_102201571.23-ENST00000304400.7	PAM	   nan	   nan	   nan
PAM_-_102201299.23-ENST00000438793.3|PAM_-_102201259.23-ENST00000438793.3	PAM	   nan	   nan	   nan
PAN2_+_56727419.23-P1P2|PAN2_+_56727170.23-P1P2	PAN2	   nan	   nan	   nan
PAN3_-_28712780.23-P1P2|PAN3_-_28712804.23-P1P2	PAN3	   nan	   nan	   nan
PANK1_+_91403677.23-P2|PANK1_+_91403603.23-P2	PANK1	   nan	   nan	   nan
PANK1_+_91404945.23-P1|PANK1_+_91404725.23-P1	PANK1	   nan	   nan	   nan
PANK2_-_3870084.23-P1P2|PANK2_-_3870309.23-P1P2	PANK2	   nan	   nan	   nan
PANK3_-_168006328.23-P1P2|PANK3_+_168006318.23-P1P2	PANK3	   nan	   nan	   nan
PANK4_+_2457809.23-P1P2|PANK4_-_2457959.23-P1P2	PANK4	   nan	   nan	   nan
PANX1_-_93862343.23-P1P2|PANX1_-_93862077.23-P1P2	PANX1	   nan	   nan	   nan
PANX2_+_50608728.23-P1P2|PANX2_+_50608761.23-P1P2	PANX2	   nan	   nan	   nan
PANX3_+_124481385.23-P1P2|PANX3_-_124481338.23-P1P2	PANX3	   nan	   nan	   nan
PAOX_+_135192796.23-P1P2|PAOX_-_135192833.23-P1P2	PAOX	   nan	   nan	   nan
PAPD4_+_78908254.23-P1P2|PAPD4_+_78908445.23-P1P2	PAPD4	   nan	   nan	   nan
PAPD5_+_50186825.23-P1P2|PAPD5_-_50187224.23-P1P2	PAPD5	   nan	   nan	   nan
PAPD7_-_6714812.23-ENST00000230859.6|PAPD7_+_6714583.23-ENST00000230859.6	PAPD7	   nan	   nan	   nan
PAPLN_+_73706350.23-P2|PAPLN_+_73706406.23-P2	PAPLN	   nan	   nan	   nan
PAPLN_-_73704305.23-P1|PAPLN_-_73704300.23-P1	PAPLN	   nan	   nan	   nan
PAPL_+_39575071.23-P1P2|PAPL_-_39575152.23-P1P2	PAPL	   nan	   nan	   nan
PAPOLA_-_96968771.23-P1P2|PAPOLA_-_96968732.23-P1P2	PAPOLA	   nan	   nan	   nan
PAPOLB_-_4901644.23-P1P2|PAPOLB_+_4901584.23-P1P2	PAPOLB	   nan	   nan	   nan
PAPOLG_+_60983709.23-P1P2|PAPOLG_-_60983780.23-P1P2	PAPOLG	   nan	   nan	   nan
PAPPA2_-_176432331.23-P1P2|PAPPA2_+_176432340.23-P1P2	PAPPA2	   nan	   nan	   nan
PAPPA_-_118916115.23-P1P2|PAPPA_-_118916353.23-P1P2	PAPPA	   nan	   nan	   nan
PAPSS1_+_108641357.23-P1P2|PAPSS1_-_108641393.23-P1P2	PAPSS1	   nan	   nan	   nan
PAPSS2_+_89419690.23-P1P2|PAPSS2_+_89419678.23-P1P2	PAPSS2	   nan	   nan	   nan
PAQR3_-_79860542.23-P1P2|PAQR3_+_79860587.23-P1P2	PAQR3	   nan	   nan	   nan
PAQR4_+_3019377.23-P1P2|PAQR4_+_3019336.23-P1P2	PAQR4	   nan	   nan	   nan
PAQR5_-_69591302.23-P1P2|PAQR5_-_69591329.23-P1P2	PAQR5	   nan	   nan	   nan
PAQR6_-_156217802.23-P1P2|PAQR6_-_156217815.23-P1P2	PAQR6	   nan	   nan	   nan
PAQR7_-_26190197.23-P1P2|PAQR7_-_26189705.23-P1P2	PAQR7	   nan	   nan	   nan
PAQR8_+_52226955.23-P1P2|PAQR8_+_52226940.23-P1P2	PAQR8	   nan	   nan	   nan
PAQR9_+_142682432.23-P1P2|PAQR9_-_142682373.23-P1P2	PAQR9	   nan	   nan	   nan
PARD3B_+_205410259.23-P1P2|PARD3B_+_205410304.23-P1P2	PARD3B	   nan	   nan	   nan
PARD3_+_35104166.23-P1P2|PARD3_-_35104184.23-P1P2	PARD3	   nan	   nan	   nan
PARD6A_+_67694893.23-P1P2|PARD6A_+_67694903.23-P1P2	PARD6A	   nan	   nan	   nan
PARD6B_+_49348119.23-P1P2|PARD6B_+_49348204.23-P1P2	PARD6B	   nan	   nan	   nan
PARD6G_-_78005410.23-P1P2|PARD6G_-_78005297.23-P1P2	PARD6G	   nan	   nan	   nan
PARG_-_51130357.23-ENST00000402038.3|PARG_-_51130247.23-ENST00000402038.3	PARG	   nan	   nan	   nan
PARK2_+_163148768.23-P1P2|PARK2_+_163148783.23-P1P2	PARK2	   nan	   nan	   nan
PARK7_+_8021784.23-P1P2|PARK7_-_8021812.23-P1P2	PARK7	   nan	   nan	   nan
PARL_+_183602659.23-P1P2|PARL_+_183602650.23-P1P2	PARL	   nan	   nan	   nan
PARM1_-_75858348.23-P1P2|PARM1_+_75858379.23-P1P2	PARM1	   nan	   nan	   nan
PARN_+_14724082.23-P1P2|PARN_+_14724027.23-P1P2	PARN	   nan	   nan	   nan
PARP10_+_145060584.23-P1P2|PARP10_+_145060580.23-P1P2	PARP10	   nan	   nan	   nan
PARP11_-_3982496.23-P1P2|PARP11_-_3982500.23-P1P2	PARP11	   nan	   nan	   nan
PARP12_+_139762295.23-P1P2|PARP12_-_139762588.23-P1P2	PARP12	   nan	   nan	   nan
PARP14_-_122399714.23-P1P2|PARP14_+_122399698.23-P1P2	PARP14	   nan	   nan	   nan
PARP15_-_122296517.23-P1P2|PARP15_-_122296715.23-P1P2	PARP15	   nan	   nan	   nan
PARP16_+_65579175.23-P1|PARP16_+_65579183.23-P1	PARP16	   nan	   nan	   nan
PARP16_-_65592883.23-P2|PARP16_+_65592793.23-P2	PARP16	   nan	   nan	   nan
PARP1_-_226595361.23-P1P2|PARP1_+_226595744.23-P1P2	PARP1	   nan	   nan	   nan
PARP2_-_20811834.23-P1P2|PARP2_-_20811828.23-P1P2	PARP2	   nan	   nan	   nan
PARP3_-_51976433.23-P1P2|PARP3_+_51976481.23-P1P2	PARP3	   nan	   nan	   nan
PARP4_+_25086846.23-P1P2|PARP4_+_25086875.23-P1P2	PARP4	   nan	   nan	   nan
PARP6_-_72563461.23-P1P2|PARP6_+_72563490.23-P1P2	PARP6	   nan	   nan	   nan
PARP8_-_49962717.23-P1P2|PARP8_-_49962581.23-P1P2	PARP8	   nan	   nan	   nan
PARP9_+_122283099.23-P1P2|PARP9_+_122283077.23-P1P2	PARP9	   nan	   nan	   nan
PARPBP_+_102514053.23-P1P2|PARPBP_+_102514398.23-P1P2	PARPBP	   nan	   nan	   nan
PARS2_+_55230150.23-P1P2|PARS2_+_55230144.23-P1P2	PARS2	   nan	   nan	   nan
PARVA_+_12399502.23-P1P2|PARVA_+_12399131.23-P1P2	PARVA	   nan	   nan	   nan
PARVB_+_44420216.23-P1P2|PARVB_-_44420173.23-P1P2	PARVB	   nan	   nan	   nan
PARVG_-_44577254.23-P1P2|PARVG_-_44577870.23-P1P2	PARVG	   nan	   nan	   nan
PASD1_+_150732215.23-P1P2|PASD1_-_150732241.23-P1P2	PASD1	   nan	   nan	   nan
PASK_-_242088870.23-P1P2|PASK_-_242088843.23-P1P2	PASK	   nan	   nan	   nan
PATE1_+_125616210.23-P1P2|PATE1_-_125616321.23-P1P2	PATE1	   nan	   nan	   nan
PATE2_-_125648685.23-P1P2|PATE2_-_125648626.23-P1P2	PATE2	   nan	   nan	   nan
PATE3_-_125658040.23-P1P2|PATE3_-_125658150.23-P1P2	PATE3	   nan	   nan	   nan
PATE4_-_125703259.23-P1P2|PATE4_+_125703208.23-P1P2	PATE4	   nan	   nan	   nan
PATL1_-_59436302.23-P1P2|PATL1_-_59436462.23-P1P2	PATL1	   nan	   nan	   nan
PATL2_+_44968923.23-ENST00000434130.1|PATL2_+_44969062.23-ENST00000434130.1	PATL2	   nan	   nan	   nan
