gRNA	gene	S1	S2	S3
PATL2_-_44968692.23-ENST00000560775.1|PATL2_+_44968723.23-ENST00000560775.1	PATL2	   nan	   nan	   nan
PATZ1_-_31739246.23-P2|PATZ1_+_31739094.23-P2	PATZ1	   nan	   nan	   nan
PATZ1_-_31741970.23-P1|PATZ1_-_31742319.23-P1	PATZ1	   nan	   nan	   nan
PAWR_+_80084297.23-P1P2|PAWR_+_80084251.23-P1P2	PAWR	   nan	   nan	   nan
PAX1_+_21686762.23-P1P2|PAX1_-_21686741.23-P1P2	PAX1	   nan	   nan	   nan
PAX2_-_102505851.23-P1P2|PAX2_+_102505347.23-P1P2	PAX2	   nan	   nan	   nan
PAX3_-_223163657.23-P1P2|PAX3_+_223163694.23-P1P2	PAX3	   nan	   nan	   nan
PAX4_+_127255721.23-ENST00000341640.2|PAX4_+_127255680.23-ENST00000341640.2	PAX4	   nan	   nan	   nan
PAX5_-_37034386.23-P1P2|PAX5_-_37034382.23-P1P2	PAX5	   nan	   nan	   nan
PAX6_-_31832634.23-P1P2|PAX6_+_31832846.23-P1P2	PAX6	   nan	   nan	   nan
PAX7_+_18957416.23-P1P2|PAX7_+_18957610.23-P1P2	PAX7	   nan	   nan	   nan
PAX8_+_114036426.23-P1P2|PAX8_-_114036454.23-P1P2	PAX8	   nan	   nan	   nan
PAX9_-_37126827.23-P2|PAX9_-_37126802.23-P2	PAX9	   nan	   nan	   nan
PAX9_-_37131336.23-P1|PAX9_-_37131122.23-P1	PAX9	   nan	   nan	   nan
PAXBP1_-_34143986.23-P1P2|PAXBP1_-_34143891.23-P1P2	PAXBP1	   nan	   nan	   nan
PAXIP1_+_154794632.23-P1P2|PAXIP1_+_154794593.23-P1P2	PAXIP1	   nan	   nan	   nan
PBDC1_-_75392891.23-P1P2|PBDC1_-_75392965.23-P1P2	PBDC1	   nan	   nan	   nan
PBK_+_27695305.23-P1P2|PBK_+_27695282.23-P1P2	PBK	   nan	   nan	   nan
PBLD_+_70092672.23-P1|PBLD_-_70092658.23-P1	PBLD	   nan	   nan	   nan
PBLD_-_70066591.23-P2|PBLD_-_70066338.23-P2	PBLD	   nan	   nan	   nan
PBOV1_+_138539609.23-ENST00000527246.2|PBOV1_+_138539606.23-ENST00000527246.2	PBOV1	   nan	   nan	   nan
PBRM1_+_52719898.23-P1P2|PBRM1_+_52719862.23-P1P2	PBRM1	   nan	   nan	   nan
PBX1_+_164528481.23-P1P2|PBX1_+_164528496.23-P1P2	PBX1	   nan	   nan	   nan
PBX2_+_32157588.23-P1P2|PBX2_+_32157937.23-P1P2	PBX2	   nan	   nan	   nan
PBX3_-_128509749.23-P1P2|PBX3_+_128509766.23-P1P2	PBX3	   nan	   nan	   nan
PBX4_+_19729471.23-P1P2|PBX4_+_19729479.23-P1P2	PBX4	   nan	   nan	   nan
PBXIP1_+_154928458.23-P1P2|PBXIP1_+_154928499.23-P1P2	PBXIP1	   nan	   nan	   nan
PCBD1_-_72648323.23-P1P2|PCBD1_+_72648274.23-P1P2	PCBD1	   nan	   nan	   nan
PCBD2_-_134240835.23-P1P2|PCBD2_-_134240877.23-P1P2	PCBD2	   nan	   nan	   nan
PCBP1_+_70314830.23-P1P2|PCBP1_+_70314626.23-P1P2	PCBP1	   nan	   nan	   nan
PCBP2_+_53846112.23-P1|PCBP2_+_53846301.23-P1	PCBP2	   nan	   nan	   nan
PCBP2_-_53836012.23-P2|PCBP2_-_53835509.23-P2	PCBP2	   nan	   nan	   nan
PCBP3_-_47316276.23-ENST00000400304.1|PCBP3_+_47316244.23-ENST00000400304.1	PCBP3	   nan	   nan	   nan
PCBP4_-_52001423.23-P2|PCBP4_-_52001420.23-P2	PCBP4	   nan	   nan	   nan
PCCA_-_100741353.23-P1P2|PCCA_+_100741401.23-P1P2	PCCA	   nan	   nan	   nan
PCCB_-_135969220.23-P1|PCCB_-_135969238.23-P1	PCCB	   nan	   nan	   nan
PCCB_-_135974715.23-P2|PCCB_-_135974799.23-P2	PCCB	   nan	   nan	   nan
PCDH10_+_134073309.23-P2|PCDH10_-_134073286.23-P2	PCDH10	   nan	   nan	   nan
PCDH10_-_134070472.23-P1|PCDH10_+_134070460.23-P1	PCDH10	   nan	   nan	   nan
PCDH11X_-_91034876.23-P1P2|PCDH11X_-_91034887.23-P1P2	PCDH11X	   nan	   nan	   nan
PCDH11Y_-_4868356.23-P1P2|PCDH11Y_-_4868360.23-P1P2	PCDH11Y	   nan	   nan	   nan
PCDH12_-_141337741.23-P1P2|PCDH12_-_141337714.23-P1P2	PCDH12	   nan	   nan	   nan
PCDH15_+_56560931.23-P1P2|PCDH15_+_56560967.23-P1P2	PCDH15	   nan	   nan	   nan
PCDH17_+_58206307.23-P1P2|PCDH17_+_58206404.23-P1P2	PCDH17	   nan	   nan	   nan
PCDH18_+_138453618.23-P1P2|PCDH18_+_138453588.23-P1P2	PCDH18	   nan	   nan	   nan
PCDH19_+_99665185.23-P1P2|PCDH19_+_99665249.23-P1P2	PCDH19	   nan	   nan	   nan
PCDH1_-_141257981.23-P1P2|PCDH1_+_141257964.23-P1P2	PCDH1	   nan	   nan	   nan
PCDH20_+_61989283.23-P1P2|PCDH20_-_61989301.23-P1P2	PCDH20	   nan	   nan	   nan
PCDH7_-_30722044.23-P1P2|PCDH7_-_30722087.23-P1P2	PCDH7	   nan	   nan	   nan
PCDH8_+_53422739.23-P1P2|PCDH8_-_53422692.23-P1P2	PCDH8	   nan	   nan	   nan
PCDH9_+_67804396.23-P1P2|PCDH9_-_67804386.23-P1P2	PCDH9	   nan	   nan	   nan
PCDHA10_-_140235496.23-P1P2|PCDHA10_+_140235594.23-P1P2	PCDHA10	   nan	   nan	   nan
PCDHA11_-_140248549.23-P1P2|PCDHA11_-_140248533.23-P1P2	PCDHA11	   nan	   nan	   nan
PCDHA12_-_140255041.23-P1P2|PCDHA12_+_140255080.23-P1P2	PCDHA12	   nan	   nan	   nan
PCDHA13_-_140261977.23-P1P2|PCDHA13_-_140261783.23-P1P2	PCDHA13	   nan	   nan	   nan
PCDHA1_+_140165753.23-P1P2|PCDHA1_-_140165859.23-P1P2	PCDHA1	   nan	   nan	   nan
PCDHA2_-_140174453.23-P1P2|PCDHA2_-_140174579.23-P1P2	PCDHA2	   nan	   nan	   nan
PCDHA3_+_140180882.23-P1P2|PCDHA3_-_140181072.23-P1P2	PCDHA3	   nan	   nan	   nan
PCDHA4_-_140186666.23-P1P2|PCDHA4_+_140186704.23-P1P2	PCDHA4	   nan	   nan	   nan
PCDHA5_+_140201230.23-P1P2|PCDHA5_+_140201226.23-P1P2	PCDHA5	   nan	   nan	   nan
PCDHA6_-_140207595.23-P1P2|PCDHA6_-_140207704.23-P1P2	PCDHA6	   nan	   nan	   nan
PCDHA7_-_140213875.23-P1P2|PCDHA7_-_140213901.23-P1P2	PCDHA7	   nan	   nan	   nan
PCDHA8_-_140220811.23-P1P2|PCDHA8_-_140220829.23-P1P2	PCDHA8	   nan	   nan	   nan
PCDHA9_-_140228006.23-P1P2|PCDHA9_-_140227988.23-P1P2	PCDHA9	   nan	   nan	   nan
PCDHAC1_-_140305945.23-P1P2|PCDHAC1_+_140305973.23-P1P2	PCDHAC1	   nan	   nan	   nan
PCDHAC2_-_140346129.23-P1P2|PCDHAC2_-_140346087.23-P1P2	PCDHAC2	   nan	   nan	   nan
PCDHB10_-_140571960.23-P1P2|PCDHB10_-_140572003.23-P1P2	PCDHB10	   nan	   nan	   nan
PCDHB11_-_140579225.23-P1P2|PCDHB11_-_140579382.23-P1P2	PCDHB11	   nan	   nan	   nan
PCDHB12_-_140588309.23-P1P2|PCDHB12_-_140588405.23-P1P2	PCDHB12	   nan	   nan	   nan
PCDHB13_+_140593970.23-ENST00000341948.4|PCDHB13_-_140593987.23-ENST00000341948.4	PCDHB13	   nan	   nan	   nan
PCDHB14_-_140602978.23-P1P2|PCDHB14_-_140602993.23-P1P2	PCDHB14	   nan	   nan	   nan
PCDHB15_-_140625019.23-P1P2|PCDHB15_-_140625181.23-P1P2	PCDHB15	   nan	   nan	   nan
PCDHB16_+_140562019.23-P1P2|PCDHB16_-_140562039.23-P1P2	PCDHB16	   nan	   nan	   nan
PCDHB1_-_140431061.23-ENST00000306549.3|PCDHB1_-_140431225.23-ENST00000306549.3	PCDHB1	   nan	   nan	   nan
PCDHB2_-_140474246.23-P1P2|PCDHB2_-_140474268.23-P1P2	PCDHB2	   nan	   nan	   nan
PCDHB3_-_140480338.23-P1P2|PCDHB3_+_140480099.23-P1P2	PCDHB3	   nan	   nan	   nan
PCDHB4_-_140501439.23-P1P2|PCDHB4_+_140501433.23-P1P2	PCDHB4	   nan	   nan	   nan
PCDHB5_-_140515019.23-P1P2|PCDHB5_-_140514902.23-P1P2	PCDHB5	   nan	   nan	   nan
PCDHB6_-_140529709.23-P1P2|PCDHB6_-_140529705.23-P1P2	PCDHB6	   nan	   nan	   nan
PCDHB7_-_140552272.23-P1P2|PCDHB7_-_140552263.23-P1P2	PCDHB7	   nan	   nan	   nan
PCDHB8_+_140557364.23-ENST00000239444.2|PCDHB8_-_140557372.23-ENST00000239444.2	PCDHB8	   nan	   nan	   nan
PCDHGA10_+_140792859.23-P1P2|PCDHGA10_-_140792613.23-P1P2	PCDHGA10	   nan	   nan	   nan
PCDHGA11_-_140800663.23-P1P2|PCDHGA11_-_140800640.23-P1P2	PCDHGA11	   nan	   nan	   nan
PCDHGA12_-_140810222.23-P1P2|PCDHGA12_-_140810204.23-P1P2	PCDHGA12	   nan	   nan	   nan
PCDHGA1_+_140710073.23-P1P2|PCDHGA1_+_140710131.23-P1P2	PCDHGA1	   nan	   nan	   nan
PCDHGA2_-_140718359.23-P1P2|PCDHGA2_+_140718411.23-P1P2	PCDHGA2	   nan	   nan	   nan
PCDHGA3_-_140723456.23-P1P2|PCDHGA3_-_140723453.23-P1P2	PCDHGA3	   nan	   nan	   nan
PCDHGA4_+_140734653.23-P1P2|PCDHGA4_+_140734808.23-P1P2	PCDHGA4	   nan	   nan	   nan
PCDHGA5_-_140743916.23-P1P2|PCDHGA5_-_140743983.23-P1P2	PCDHGA5	   nan	   nan	   nan
PCDHGA6_-_140753667.23-P1P2|PCDHGA6_+_140753659.23-P1P2	PCDHGA6	   nan	   nan	   nan
PCDHGA7_+_140762349.23-P1P2|PCDHGA7_+_140762321.23-P1P2	PCDHGA7	   nan	   nan	   nan
PCDHGA8_+_140772258.23-P1P2|PCDHGA8_+_140772254.23-P1P2	PCDHGA8	   nan	   nan	   nan
PCDHGA9_-_140782368.23-P1P2|PCDHGA9_-_140782393.23-P1P2	PCDHGA9	   nan	   nan	   nan
PCDHGB1_+_140729706.23-P1P2|PCDHGB1_+_140729714.23-P1P2	PCDHGB1	   nan	   nan	   nan
PCDHGB2_-_140739601.23-P1P2|PCDHGB2_+_140739630.23-P1P2	PCDHGB2	   nan	   nan	   nan
PCDHGB3_-_140750091.23-P1P2|PCDHGB3_-_140749904.23-P1P2	PCDHGB3	   nan	   nan	   nan
PCDHGB4_-_140767369.23-P1P2|PCDHGB4_-_140767346.23-P1P2	PCDHGB4	   nan	   nan	   nan
PCDHGB5_+_140777604.23-P1P2|PCDHGB5_-_140777612.23-P1P2	PCDHGB5	   nan	   nan	   nan
PCDHGB6_+_140787617.23-P1P2|PCDHGB6_+_140787847.23-P1P2	PCDHGB6	   nan	   nan	   nan
PCDHGB7_+_140797504.23-P1P2|PCDHGB7_+_140797291.23-P1P2	PCDHGB7	   nan	   nan	   nan
PCDHGC3_-_140855563.23-P1P2|PCDHGC3_+_140855575.23-P1P2	PCDHGC3	   nan	   nan	   nan
PCDHGC4_-_140864636.23-P1P2|PCDHGC4_-_140865030.23-P1P2	PCDHGC4	   nan	   nan	   nan
PCDHGC5_+_140868744.23-P1P2|PCDHGC5_-_140868702.23-P1P2	PCDHGC5	   nan	   nan	   nan
PCDP1_-_120302086.23-P1P2|PCDP1_-_120302037.23-P1P2	PCDP1	   nan	   nan	   nan
PCED1A_-_2821256.23-P1P2|PCED1A_+_2821770.23-P1P2	PCED1A	   nan	   nan	   nan
PCED1B_+_47473435.23-P2|PCED1B_-_47473425.23-P2	PCED1B	   nan	   nan	   nan
PCED1B_-_47610376.23-P1|PCED1B_+_47610342.23-P1	PCED1B	   nan	   nan	   nan
PCF11_-_82868415.23-P1P2|PCF11_-_82868190.23-P1P2	PCF11	   nan	   nan	   nan
PCGF1_+_74734396.23-P1P2|PCGF1_-_74734785.23-P1P2	PCGF1	   nan	   nan	   nan
PCGF2_+_36906036.23-P2|PCGF2_-_36905986.23-P2	PCGF2	   nan	   nan	   nan
PCGF2_-_36904566.23-P1|PCGF2_+_36904525.23-P1	PCGF2	   nan	   nan	   nan
PCGF3_+_699662.23-P1P2|PCGF3_+_699822.23-P1P2	PCGF3	   nan	   nan	   nan
PCGF5_+_92979941.23-ENST00000543648.1|PCGF5_+_92980372.23-ENST00000543648.1	PCGF5	   nan	   nan	   nan
PCGF5_+_92980372.23-ENST00000336126.5|PCGF5_-_92980384.23-ENST00000336126.5	PCGF5	   nan	   nan	   nan
PCGF6_-_105110383.23-P1P2|PCGF6_-_105110846.23-P1P2	PCGF6	   nan	   nan	   nan
PCID2_+_113862955.23-P1|PCID2_+_113862975.23-P1	PCID2	   nan	   nan	   nan
PCID2_-_113841577.23-P2|PCID2_-_113841606.23-P2	PCID2	   nan	   nan	   nan
PCIF1_-_44563349.23-P1P2|PCIF1_-_44563396.23-P1P2	PCIF1	   nan	   nan	   nan
PCK1_-_56136181.23-P1P2|PCK1_+_56136219.23-P1P2	PCK1	   nan	   nan	   nan
PCK2_+_24563556.23-P1P2|PCK2_+_24563732.23-P1P2	PCK2	   nan	   nan	   nan
PCLO_+_82792115.23-P1P2|PCLO_+_82792109.23-P1P2	PCLO	   nan	   nan	   nan
PCM1_-_17780764.23-P1P2|PCM1_+_17780823.23-P1P2	PCM1	   nan	   nan	   nan
PCMT1_-_150071263.23-P1P2|PCMT1_+_150071253.23-P1P2	PCMT1	   nan	   nan	   nan
PCMTD1_+_52811587.23-P1P2|PCMTD1_-_52811602.23-P1P2	PCMTD1	   nan	   nan	   nan
PCMTD2_-_62887156.23-P1P2|PCMTD2_-_62887129.23-P1P2	PCMTD2	   nan	   nan	   nan
PCNA_-_5100179.23-P1P2|PCNA_+_5100595.23-P1P2	PCNA	   nan	   nan	   nan
PCNP_-_101293077.23-P1P2|PCNP_+_101293022.23-P1P2	PCNP	   nan	   nan	   nan
PCNT_-_47744064.23-P1P2|PCNT_-_47744087.23-P1P2	PCNT	   nan	   nan	   nan
PCNXL2_-_233431468.23-P1P2|PCNXL2_-_233431471.23-P1P2	PCNXL2	   nan	   nan	   nan
PCNXL3_+_65383286.23-P1P2|PCNXL3_+_65383293.23-P1P2	PCNXL3	   nan	   nan	   nan
PCNXL4_+_60558912.23-P1P2|PCNXL4_+_60558883.23-P1P2	PCNXL4	   nan	   nan	   nan
PCNX_+_71374361.23-P1P2|PCNX_+_71374379.23-P1P2	PCNX	   nan	   nan	   nan
PCOLCE2_-_142608009.23-P1P2|PCOLCE2_+_142607817.23-P1P2	PCOLCE2	   nan	   nan	   nan
PCOLCE_+_100200040.23-P1P2|PCOLCE_+_100200068.23-P1P2	PCOLCE	   nan	   nan	   nan
PCP2_+_7698414.23-P1P2|PCP2_-_7698424.23-P1P2	PCP2	   nan	   nan	   nan
PCP4L1_-_161228554.23-P1P2|PCP4L1_-_161228599.23-P1P2	PCP4L1	   nan	   nan	   nan
PCP4_-_41239436.23-P1P2|PCP4_+_41239422.23-P1P2	PCP4	   nan	   nan	   nan
PCSK1N_-_48693574.23-P1P2|PCSK1N_+_48693803.23-P1P2	PCSK1N	   nan	   nan	   nan
PCSK1_-_95768888.23-P1P2|PCSK1_-_95768732.23-P1P2	PCSK1	   nan	   nan	   nan
PCSK2_+_17207675.23-P1P2|PCSK2_+_17207711.23-P1P2	PCSK2	   nan	   nan	   nan
PCSK4_-_1490285.23-P1P2|PCSK4_-_1490253.23-P1P2	PCSK4	   nan	   nan	   nan
PCSK5_+_78505819.23-P1P2|PCSK5_+_78505665.23-P1P2	PCSK5	   nan	   nan	   nan
PCSK6_-_102029877.23-P1P2|PCSK6_-_102029920.23-P1P2	PCSK6	   nan	   nan	   nan
PCSK7_-_117102785.23-P1P2|PCSK7_+_117102556.23-P1P2	PCSK7	   nan	   nan	   nan
PCSK9_+_55505255.23-P1P2|PCSK9_-_55505272.23-P1P2	PCSK9	   nan	   nan	   nan
PCTP_-_53828494.23-P1P2|PCTP_+_53828474.23-P1P2	PCTP	   nan	   nan	   nan
PCYOX1L_-_148737866.23-P1P2|PCYOX1L_+_148737646.23-P1P2	PCYOX1L	   nan	   nan	   nan
PCYOX1_-_70485262.23-P1P2|PCYOX1_-_70485290.23-P1P2	PCYOX1	   nan	   nan	   nan
PCYT1A_-_196014551.23-P1P2|PCYT1A_+_196014484.23-P1P2	PCYT1A	   nan	   nan	   nan
PCYT1B_+_24665251.23-P1P2|PCYT1B_-_24665377.23-P1P2	PCYT1B	   nan	   nan	   nan
PCYT2_-_79869243.23-P1P2|PCYT2_+_79868771.23-P1P2	PCYT2	   nan	   nan	   nan
PC_+_66725818.23-P1P2|PC_+_66725836.23-P1P2	PC	   nan	   nan	   nan
PDAP1_-_99006167.23-P1P2|PDAP1_+_99006152.23-P1P2	PDAP1	   nan	   nan	   nan
PDCD10_-_167452685.23-P1P2|PDCD10_+_167452631.23-P1P2	PDCD10	   nan	   nan	   nan
PDCD11_-_105156445.23-P1P2|PDCD11_+_105156417.23-P1P2	PDCD11	   nan	   nan	   nan
PDCD1LG2_+_5510621.23-P1P2|PDCD1LG2_-_5510544.23-P1P2	PDCD1LG2	   nan	   nan	   nan
PDCD1_+_242801001.23-P1P2|PDCD1_+_242800974.23-P1P2	PDCD1	   nan	   nan	   nan
PDCD2L_+_34895353.23-P1P2|PDCD2L_+_34895342.23-P1P2	PDCD2L	   nan	   nan	   nan
PDCD2_-_170893673.23-P1P2|PDCD2_+_170893697.23-P1P2	PDCD2	   nan	   nan	   nan
PDCD4_+_112657979.23-P2|PDCD4_-_112658005.23-P2	PDCD4	   nan	   nan	   nan
PDCD4_-_112631702.23-P1|PDCD4_-_112631751.23-P1	PDCD4	   nan	   nan	   nan
PDCD5_-_33072142.23-P1P2|PDCD5_-_33072173.23-P1P2	PDCD5	   nan	   nan	   nan
PDCD6IP_+_33840165.23-P1P2|PDCD6IP_+_33840649.23-P1P2	PDCD6IP	   nan	   nan	   nan
PDCD6_+_271780.23-P1P2|PDCD6_+_271842.23-P1P2	PDCD6	   nan	   nan	   nan
PDCD7_-_65425740.23-P1P2|PDCD7_-_65426129.23-P1P2	PDCD7	   nan	   nan	   nan
PDCL2_+_56458290.23-P1P2|PDCL2_-_56458413.23-P1P2	PDCL2	   nan	   nan	   nan
PDCL3_-_101179480.23-P1P2|PDCL3_+_101179848.23-P1P2	PDCL3	   nan	   nan	   nan
PDCL_-_125590835.23-P1P2|PDCL_-_125590807.23-P1P2	PDCL	   nan	   nan	   nan
PDC_+_186430206.23-P1P2|PDC_-_186430196.23-P1P2	PDC	   nan	   nan	   nan
PDDC1_+_776678.23-P1P2|PDDC1_+_777435.23-P1P2	PDDC1	   nan	   nan	   nan
PDE10A_-_166075991.23-P1P2|PDE10A_-_166076012.23-P1P2	PDE10A	   nan	   nan	   nan
PDE11A_+_178937459.23-P1P2|PDE11A_+_178937442.23-P1P2	PDE11A	   nan	   nan	   nan
PDE12_-_57542154.23-P1P2|PDE12_+_57542071.23-P1P2	PDE12	   nan	   nan	   nan
PDE1A_+_183387464.23-ENST00000435564.1|PDE1A_+_183387305.23-ENST00000435564.1	PDE1A	   nan	   nan	   nan
PDE1A_-_183387240.23-ENST00000331935.6|PDE1A_+_183387098.23-ENST00000331935.6	PDE1A	   nan	   nan	   nan
PDE1B_+_54955298.23-P2|PDE1B_-_54955290.23-P2	PDE1B	   nan	   nan	   nan
PDE1B_-_54943445.23-P1|PDE1B_-_54943464.23-P1	PDE1B	   nan	   nan	   nan
PDE1C_-_32110409.23-P1P2|PDE1C_-_32110017.23-P1P2	PDE1C	   nan	   nan	   nan
PDE2A_+_72385444.23-ENST00000334456.5|PDE2A_+_72385368.23-ENST00000334456.5	PDE2A	   nan	   nan	   nan
PDE3A_+_20522689.23-P1P2|PDE3A_+_20522685.23-P1P2	PDE3A	   nan	   nan	   nan
PDE3B_-_14665379.23-P1P2|PDE3B_-_14665370.23-P1P2	PDE3B	   nan	   nan	   nan
PDE4A_+_10541726.23-P2|PDE4A_+_10541543.23-P2	PDE4A	   nan	   nan	   nan
PDE4A_+_10563899.23-P1|PDE4A_-_10563756.23-P1	PDE4A	   nan	   nan	   nan
PDE4B_-_66458348.23-ENST00000423207.2|PDE4B_-_66458125.23-ENST00000423207.2	PDE4B	   nan	   nan	   nan
PDE4C_+_18366113.23-P1|PDE4C_-_18366154.23-P1	PDE4C	   nan	   nan	   nan
PDE4C_-_18337181.23-P2|PDE4C_-_18337243.23-P2	PDE4C	   nan	   nan	   nan
PDE4DIP_+_144932474.23-ENST00000313431.9|PDE4DIP_+_144932182.23-ENST00000313431.9	PDE4DIP	   nan	   nan	   nan
PDE4D_-_59064414.23-P1P2|PDE4D_-_59064373.23-P1P2	PDE4D	   nan	   nan	   nan
PDE5A_-_120549831.23-P1P2|PDE5A_+_120549822.23-P1P2	PDE5A	   nan	   nan	   nan
PDE6A_-_149324281.23-P1P2|PDE6A_-_149324274.23-P1P2	PDE6A	   nan	   nan	   nan
PDE6B_-_619430.23-ENST00000255622.6,ENST00000496514.1|PDE6B_+_619552.23-ENST00000255622.6,ENST00000496514.1	PDE6B	   nan	   nan	   nan
PDE6C_+_95372343.23-P1P2|PDE6C_+_95372354.23-P1P2	PDE6C	   nan	   nan	   nan
PDE6D_-_232645960.23-P1P2|PDE6D_-_232645945.23-P1P2	PDE6D	   nan	   nan	   nan
PDE6G_-_79623545.23-P1P2|PDE6G_-_79623373.23-P1P2	PDE6G	   nan	   nan	   nan
PDE6H_+_15126280.23-P1P2|PDE6H_-_15126067.23-P1P2	PDE6H	   nan	   nan	   nan
PDE7A_+_66754223.23-P1P2|PDE7A_+_66754248.23-P1P2	PDE7A	   nan	   nan	   nan
PDE7B_+_136173031.23-P1P2|PDE7B_+_136173025.23-P1P2	PDE7B	   nan	   nan	   nan
PDE8A_-_85523738.23-P2|PDE8A_+_85523698.23-P2	PDE8A	   nan	   nan	   nan
PDE8A_-_85525144.23-P1|PDE8A_-_85525119.23-P1	PDE8A	   nan	   nan	   nan
PDE8B_-_76506581.23-P1P2|PDE8B_-_76506559.23-P1P2	PDE8B	   nan	   nan	   nan
PDE9A_-_44073738.23-P1P2|PDE9A_-_44073735.23-P1P2	PDE9A	   nan	   nan	   nan
PDF_-_69364439.23-P1P2|PDF_+_69364456.23-P1P2	PDF	   nan	   nan	   nan
PDGFA_-_558955.23-P1P2|PDGFA_-_558817.23-P1P2	PDGFA	   nan	   nan	   nan
PDGFB_-_39639926.23-P2|PDGFB_-_39639896.23-P2	PDGFB	   nan	   nan	   nan
PDGFB_-_39640914.23-P1|PDGFB_+_39640907.23-P1	PDGFB	   nan	   nan	   nan
PDGFC_-_157892924.23-P1P2|PDGFC_+_157892917.23-P1P2	PDGFC	   nan	   nan	   nan
PDGFD_+_104034696.23-P1P2|PDGFD_+_104034766.23-P1P2	PDGFD	   nan	   nan	   nan
PDGFRA_-_55095767.23-ENST00000257290.5|PDGFRA_-_55095588.23-ENST00000257290.5	PDGFRA	   nan	   nan	   nan
PDGFRB_-_149535385.23-P1P2|PDGFRB_+_149535375.23-P1P2	PDGFRB	   nan	   nan	   nan
PDGFRL_+_17434755.23-P1P2|PDGFRL_+_17434990.23-P1P2	PDGFRL	   nan	   nan	   nan
PDHA1_-_19362252.23-P1P2|PDHA1_-_19362083.23-P1P2	PDHA1	   nan	   nan	   nan
PDHA2_+_96761311.23-P1P2|PDHA2_+_96761276.23-P1P2	PDHA2	   nan	   nan	   nan
PDHB_-_58419313.23-P1P2|PDHB_-_58419209.23-P1P2	PDHB	   nan	   nan	   nan
PDHX_-_34938237.23-P1P2|PDHX_-_34938208.23-P1P2	PDHX	   nan	   nan	   nan
PDIA2_-_330659.23-P1P2|PDIA2_-_330602.23-P1P2	PDIA2	   nan	   nan	   nan
PDIA3_-_44038657.23-P1P2|PDIA3_-_44038665.23-P1P2	PDIA3	   nan	   nan	   nan
PDIA4_-_148725534.23-P1P2|PDIA4_-_148725563.23-P1P2	PDIA4	   nan	   nan	   nan
PDIA5_-_122785997.23-P1P2|PDIA5_-_122785984.23-P1P2	PDIA5	   nan	   nan	   nan
PDIA6_+_10952488.23-P1P2|PDIA6_+_10952857.23-P1P2	PDIA6	   nan	   nan	   nan
PDIK1L_+_26438347.23-P1P2|PDIK1L_-_26438381.23-P1P2	PDIK1L	   nan	   nan	   nan
PDILT_-_20415978.23-P1P2|PDILT_-_20415998.23-P1P2	PDILT	   nan	   nan	   nan
PDK1_-_173420828.23-P1P2|PDK1_-_173420822.23-P1P2	PDK1	   nan	   nan	   nan
PDK2_-_48172712.23-P1P2|PDK2_-_48172787.23-P1P2	PDK2	   nan	   nan	   nan
PDK3_+_24483492.23-P1P2|PDK3_-_24483392.23-P1P2	PDK3	   nan	   nan	   nan
PDK4_-_95225784.23-P1P2|PDK4_-_95225906.23-P1P2	PDK4	   nan	   nan	   nan
PDLIM1_-_97050750.23-P1P2|PDLIM1_-_97050724.23-P1P2	PDLIM1	   nan	   nan	   nan
PDLIM2_+_22446866.23-P1|PDLIM2_-_22446840.23-P1	PDLIM2	   nan	   nan	   nan
PDLIM2_-_22436657.23-P2|PDLIM2_-_22436722.23-P2	PDLIM2	   nan	   nan	   nan
PDLIM3_+_186456603.23-P1P2|PDLIM3_-_186456584.23-P1P2	PDLIM3	   nan	   nan	   nan
PDLIM4_+_131593808.23-P1P2|PDLIM4_-_131593794.23-P1P2	PDLIM4	   nan	   nan	   nan
PDLIM5_+_95373172.23-P1P2|PDLIM5_+_95373497.23-P1P2	PDLIM5	   nan	   nan	   nan
PDLIM7_-_176919198.23-P2|PDLIM7_-_176919649.23-P2	PDLIM7	   nan	   nan	   nan
PDLIM7_-_176924571.23-P1|PDLIM7_+_176924574.23-P1	PDLIM7	   nan	   nan	   nan
PDP1_-_94929617.23-P1P2|PDP1_+_94929648.23-P1P2	PDP1	   nan	   nan	   nan
PDP2_-_66914511.23-P1P2|PDP2_-_66914468.23-P1P2	PDP2	   nan	   nan	   nan
PDPK1_-_2588046.23-P1P2|PDPK1_-_2588030.23-P1P2	PDPK1	   nan	   nan	   nan
PDPN_+_13910276.23-P1P2|PDPN_+_13910351.23-P1P2	PDPN	   nan	   nan	   nan
PDPR_+_70148257.23-P1P2|PDPR_+_70148512.23-P1P2	PDPR	   nan	   nan	   nan
PDRG1_+_30539748.23-P1P2|PDRG1_+_30539768.23-P1P2	PDRG1	   nan	   nan	   nan
PDS5A_+_39979419.23-P1P2|PDS5A_-_39979449.23-P1P2	PDS5A	   nan	   nan	   nan
PDS5B_-_33160674.23-P1P2|PDS5B_-_33160730.23-P1P2	PDS5B	   nan	   nan	   nan
PDSS1_-_26986844.23-P1P2|PDSS1_-_26986830.23-P1P2	PDSS1	   nan	   nan	   nan
PDSS2_-_107780554.23-P1P2|PDSS2_+_107780732.23-P1P2	PDSS2	   nan	   nan	   nan
PDX1_-_28494172.23-P1P2|PDX1_+_28494190.23-P1P2	PDX1	   nan	   nan	   nan
PDXDC1_-_15068867.23-P1P2|PDXDC1_+_15068853.23-P1P2	PDXDC1	   nan	   nan	   nan
PDXK_-_45139394.23-P1P2|PDXK_+_45139466.23-P1P2	PDXK	   nan	   nan	   nan
